content	score	business	avgstars
Last time in Vegas this was the best burger I had ever had - not anymore. I ordered my wagu burger medium rare and it was cooked well done and barely a decent burger at that. Service was absolutely BORED with life and we were at the bar, which usually provides great service. We would have been better off at Burger King. What a disappointment.	2	BLT Burger	3.5
Last day of vegas behind heading to the airport. We have 5 different dish. Panang curry, combination fried rice, garlic chicken, wanton soup and Pai Thai. First this is the first Thai restaurant that don't serve yellow curry. We heard from the other group said the same thing as well. All the food was below average in my opinion. The panang curry doesn't have any curry favor​, it was made by the peanut butter. The combination fried rice has too much moisture in it. Garlic chicken little too favorful, but if eat it with rice. It will be fine. Pai Thai was kinda disappointing. It lacks favor and it doesn't taste like Pai Thai. It tastes like Chow mein instead. Let's talk about good points for this restaurant. The service from the staff is good and the food come out quickly. The price and food portion is average. Overall, due to the below average of food I probably won't come back.	2	Kung Fu Thai & Chinese Restaurant	3.5
"Please please avoid.....at ALL costs!!!!!!!

Arrived in Vegas on Saturday afternoon and was looking for a meal to help soak up the alcohol soon to be consumed.  

We entered and walked up to the podium at about 7pm.....NOT BUSY AT ALL yet we waited a good 5 minutes to be seated.  We walked through the ENTIRE dining room, up some stairs, and were seated, by ourselves in a corner while the rest of the dining room was half full at best. 

No worries though, we were willing to stick it out..  15 minutes and NO SERVER.  So we decide we are going to sit in the bar which was about 1\/3 full.  We sat and were'nt even acknowledged by ANY staff.  About 15 minutes after sitting I flagged down a waitress and asked if anyone was going to take our order.

She seemed like a full on tweaker.  She responded with ""yeah you want drinks?  you ready for the whole thing now?  What do you want?""  I ordered our drinks and before I could get the second drink past my lips she was high tailing it away from me......I literally had to run (walk fast) after her to let her know that I wasn't done.  Finally was able to order Chicken Stir Fry Hibachi style.

Drinks came quickly because the bartender walked them over himself.  Not so much for the food..........1 hour later the food came out (again, the bar was about half full at this time) and it was WRONG!  It was shrimp and chicken stir fry.  My wife is DEATHLY allergic to shrimp so needless to say I wasn't having this.....especially after waiting 1 hours for our food.  I told the waitress that the order was wrong and she quickly apologized and grabbed the plate and disappeared............for 2 minutes then came back with our ""correct order"".  Upon inspection, and tasting we realized that all they did was pull the shrimp out of our food and send it back.....STONE COLD!!!!!!!!!!

Luckily my wife dug into an area on the dish where there was no shrimp.  I would have owned this restaurant, shut it down, and take a dump right in front of where this restaurant used to be just to remind people of what they are missing.

I asked for the manager......was blown off.....waitress apologized......I wasn't having it......refused to pay bill......walked out!

HORRIBLE HORRIBLE HORRIBLE!!!!!!!!  Don't get sucked in!  Go eat somewhere else."	1	Kahunaville Island Restaurant	3
Great food under $3. But I'll warn you once you've had one you'll want to try them all. The staff is very nice and helpful. The only problem was the gentleman in the entrance, he thinks he's being funny but he's really being rude. Overall it was one of the best restaurants in Vegas as far as Mexican food.	4	Tacos El Gordo	4
"My visit this morning to Panera Bread, I stopped in to buy a gift card for a friend's birthday.  While waiting in line decided to order the egg white\/avocado\/cheese\/tomato whole wheat bagel sandwich ...

1.  The counter girl didn't ask for my Panera number.
2.  From the time I placed my order (to go) and they called my name, almost 10 mins!
3.  10 mins wouldn't be so bad, but a lady that arrived significantly after me was called right before me.
4.  The sandwich looked nothing like the poster.
5.  The sandwich was cold."	2	Panera Bread	3.5
"Obviously a business that thrives on one-time only visits (i.e. tourists), I'm a local and I won't  be going back.
1.  Drive-thru took about 20 mins.
2.  I ordered only one thing ... a classic grilled chicken sandwich, was one of the driest sandwiches I've ever had.
3.  The help can't speak nor understand English.
I guess I shouldn't be that surprised, oh well."	2	McDonald's	1.5
Went with a group of 11.  Service was decent, what can you expect with a large group?  Ordered the mixed fajitas and asked for the black beans instead of the refried beans.  Food was ok, nothing to write home about.  Total was $38 including tip for one plate of fajitas and one margarita ... a little pricey.	3	Lindo Michoacan	3.5
"Just finished a good workout at 24 Hour, thought I would try this place out ... wanted some healthy carbs and protein, ate in.
Pros:
1.  Ordered the Penne Romano pasta dish.  Tasty blend of whole wheat pasta, chunks of chicken, and tomato-based sauce.
2.  Good serving size ... not too much and not too little.
3.  That wait time was appropriate.  Two other parties there, they had already been serviced.
4.  Place was clean, ambiance was average.
Cons:
1.  The VERY young girl working the counter wasn't knowledgeable about the menu at all.
2.  The biggest negative, same problem as Mike D three days ago on 2\/11\/15.  First, the prices changed, but they didn't update the menu.  Second and to make matters worse, after I ordered, the counter girl didn't even mention the prices had changed.  She rang me up like nothing had changed and only when I looked at the receipt and told her the price was wrong, did she say the prices had gone up.
In Summary ... good food, very poor business practices, need some work there Brian."	3	Muscle Maker Grill - Las Vegas	3.5
I agree with a lot of the recent reviews, service is lacking at this store.  Went in on a Monday night around 8pm.  First, the brown rice was not ready ... had to wait approx. 5 mins.  Second, they were completely out of pico de gallo.  So for $7.10, my bowl looked pretty skimpy.  I've noticed the amount served varies greatly from one Chipotle store to the next.  I will be skipping this store next time.	2	Chipotle Mexican Grill	3
Went thru the Drive-thru and ordered one breakfast (Denver omelet).  As i'm pulling out of the Drive-thru I check the breakfast and it's the wrong breakfast.  Now I have to park and go inside (kind of defeats the purpose of the Drive-thru).  I wait a few mins while the girl at the counter is taking someone's order, then another girl walks up with a bag in her hand (she already knows why I'm there and apologizes).  Got to work, ate the omelet, it was ok ... nothing to write home about, but at least with the tomato slices and whole wheat bread it was very healthy.	2	Farmer Boys	3.5
This place is good, torn between 4 and 5 stars.  My first visit, so guess I'll stick with the 4 stars for now.  Good food, large extensive menu, great service.	4	Mount Everest India's Cuisine	4.5
"Overall, we gave this place a thumbs up (7 in our group).  The tamales are large with a lot of meat ... we had pork, chicken, and beef, they were all good.  I can't tell you how many tamales I've had that were WAY to much masa for the amount of meat, these are not that.  Basically, they do taste like homemade, not like some uber-modern eatery that's doing all these things to them.  Service was good (not great), ambiance was good, etc.  Really liked the fact that you can order tamales a la carte, didn't want to fill up on rice and beans which are usually very mediocre.  Here's the deal with pricing ... if you order singles, they are $4.50 each (ouch).  If you order a half dozen, they are $3.00 each and for a full dozen, $2.00 each.  Since we had a large group, we ordered 18.  So if you can order more (to eat there or take home), you will save a LOT.

I don't understand a lot of the other reviews.  I lived 50 years in CA (Orange County, Bay Area, San Diego County) and RARELY found a good tamale there.  First, don't complain about salt.  A lot of people don't want or can't eat salt, so put your own f*cking salt on.  And the same goes for hot sauce.  A number of people in our group ordered very spicy hot sauce and put their own on, each to there own.  I don't like mine spicy.

Btw, the men's room didn't have any paper towels."	4	Doña Maria Tamales Restaurant	3.5
First time I have been to this location, usually I go to Tropicana and Jones.  Sunday morning at 10am, they are all out of egg (white and yellow) for breakfast sandwiches which are by the way, are served all day.  Also out of olives, and something else (I forget right now).	2	Subway	2.5
"I'm torn between 4 and 5 stars.  I've only been once, so I'm think 4 is probably more appropriate for a single visit.
First, we were there on a Friday night at 10:30pm and sat right down.  Service for us was GREAT ... from the bus boys to the servers.  And I'm the kind of guy that WILL tip less (or not at all) for bad service.
Second, I felt the price of the tacos was right in line for what you get.  These are definitely not your regular street tacos (which I like too).  For two us .... 4 tacos, one beer, and tip came to $21 (no complaints).
Third, the tacos were really good.  Only got to try two, so looking forward to going back and trying some of the other creations.
Fourth, probably my only complaint (and it's a small one) is that I feel for ANY restaurant that serves a lot of finger food, they should have hand sanitizer all over the place ... very accessible.  With that said, I did go to the bathroom to wash my hands.   :)"	4	Tacos & Beer	4
"1.  I've only ordered to-go (about 10 times), so I can't really comment on the in-dining service.  I always call in when leaving from work (at least 20 mins away), so the food is always ready and waiting when I get there.
2.  Everything I have ordered so far (especially the yellow curry with chicken) has been very good.
3.  I think they are very reasonably priced."	4	Aranya Thai Bistro	3.5
Like all the other reviews stated, it's a very small location and crowded (especially during lunch).  Like the whole Healthy and Not-so-Healthy concept.  The wait wasn't really that long, no seating was available so we took it back to the office.  The box and bag seemed a little over the top, but I guess that's their "thing".  I really like good-tasting, reasonable, healthy food.  Ordered the Chickhumm sandwich with fruit as the side, VERY pleased.    :)	5	SkinnyFATS	4.5
Have to agree with Billie N. five days ago.  We had a larger group (10) and sat at the grill and the service was VERY slow.  I had the shrimp & ny steak combo, it was ok ... nothing to get too excited about.  Everyone else seemed content with their meal (all grill food) but I didn't hear anyone commenting how good it was.  I'm in the 2.5 star range.	2	Hikari	4
"1.  Two of us went last night at 7:30pm, thought there wouldn't be too much of a wait on Wed night.  Ended up waiting 30 mins, but when they sat us there were plenty of empty tables.  Turns out we were basically the last ones waiting for a table.
2.  We never did get a basket of bread, not sure what the other reviews are talking about.
3.  Only two soup selections ... Lobster Bisque and Cream of Mushroom.  As I'm lactose intolerant ... no soup for me!
4.  Ordered the chicken limone (picata) ... it was pretty good.
5.  Price for two entrees, one soup, one tea, one mineral water .. almost $80 with tip.  A little on the pricey side.
6.  Other reviews mentioned going here for date, disagree!  Way to noisy and not all all intimate.  MUCH better places to take a date."	3	Brio Tuscan Grille	4
"Stopped in on a Saturday around 10:15am for breakfast, no other customers (should have taken that as a sign).

Pros:
1.  Large patio that is dog friendly!   :)
2.  Very extensive lunch menu.
3.  Very good omelets (about the only thing they had for breakfast)

Cons:
1.  VERY limited breakfast menu.
2.  For the only two customers in the place, service could have been a little bit better.
3.  I know it's probably a very European thing to have salad with every meal (even breakfast), but I'm not a salad person at all.  The option to have fruit (fresh or frozen) would have been appreciated and not that much effort. 
4.  I'm lactose intolerant and heavily suspect there was dairy in the omelet  ... feeling the pain the next day.

If Yelp had a half-star, I would probably give this place a 2.5 stars."	2	Strip View Cafe	4.5
Haven't been to this Panda Express (or any other one) in a long time, thought I would give it a  try.  Got the mushroom chicken and honey-walnut shrimp.  For $1.25 extra, the honey-walnut shrimp should be pretty darn good, it was just ok.  Like the rest of the meal (and what other reviews have said), ok place to stop by if you are hungry but not for really good food.	2	Panda Express	3
"In just one visit this has easily become my favorite breakfast spot. I had the BLT bloody mary which was absolutely delicious, I think I finished it in one gulp! It was a good size, with a piece of toast, bacon, and lettuce and tomato garnish. Followed by the sage chicken benedict, again absolutely delicious. The portions are huge. I had breakfast and took enough for lunch to go and still did not finish it all. 

This is the best bang for your buck in Vegas. My meal was $19, easily split between 2 people would have been $8\/person! You can't get this much food, let alone good food, for $8 at McDonalds!  

Be prepared to wait.. we went on a Sunday morning and it was a 45 minute wait for 2. We were lucky enough to get seats at the bar within 10 minutes. This was fabulous and my boyfriend got to watch football. 

I will make this a MUST STOP in every city with a location."	5	Hash House A Go Go	4
"Best Buffet in Vegas! Sets itself apart from the others. We purchased the buffet of buffets pass and paid the additional to eat here for dinner one night. This was for sure the best meal in the 24 hours. We had dinner the night before and then breakfast, waiting until about 7:30pm to make sure we were our hungriest! It was a splurge.. and I would probably skip the 24 hour pass on my next visit and only visit Bacchanal. This food had much more flavor than the other buffets, better and more high end options. I think my boyfriend and I shared at least 3 plates of crab legs, snow, king and steamed. ALL delicious! There is sushi, pho and ramen. There are all the options of a steakhouse. The desserts are truly amazing, I got pretty much one of everything and had a bite of each. I was hoping to have room for the crepes.. but just didn't make it lol 

Service was good, drinks were brought and refilled quickly. Napkins and fresh silverware brought upon request. 

Protip: Visit one of the new dispensaries in town.. and then hit up the buffet ;)"	5	Bacchanal Buffet	4
"If you find your self having to make use of the lavoratory do make sure to check that toilet paper is available before doing your business.

Food was ok."	2	True Island BBQ	4
"I got the Chasu Kome Miso and Esther got the shiro miso. Both broths were rich and tasty. Esther really liked hers since it's not as oily and we both really liked the noodles. They're thicker and have a good consistency. The Chasu is tasty but could be a bit more tender. Otherwise we liked it! 

They also have a happy hour between 5-6 - during ours we could get free extra noodles :)"	4	Go!ku	4
My breakfast at Bouchon was phenomenal, it was perfection and then some.  I ordered the Sourdough waffles which had bananas and toasted walnuts, and my friend ordered the Bouchon french toast.  The presentation of the meals was gorgeous and just added to the ambiance of the restaurant.  The service was also on point, we really felt that we were being treated like royalty.  The waiter spoke of chicken with waffles, which is one of their specials, I would love to try that next time I dine at Bouchon.  And you can bet money on it that there will be a next time  :)	5	Bouchon at the Venezia Tower	4
"Walked in here randomly with my friends and sat down for lunch, was pleasantly surprised by the dishes, they had some really creative items on the menu.  My meal was a BLTA (bacon, lettuce, tomato, + avocado) and home-cut fries, and it was a unique twist on a classic, it was served open faced on a crispy grilled baguette.  A large and tasty sandwich!  My friend ordered the macaroni & cheese with doritos, which was very tasty.  You'd never think to sprinkle some doritos on mac & cheese, but in this case, it worked!  My other friend ordered a burger and shoestring fries, and after trying the shoestring fries, I wished I ordered some. 

We sat in a booth that offered a really nice view of the strip.  This is a nice place to have lunch or drinks, and it's located in a convenient location within the Palazzo."	4	First Food & Bar	3.5
Had a lovely dinner at the Pearl.  My friends and I ordered the $49 pre-set option.  My meal consisted ot hot\/sour soup, General Tso's chicken, beef tenderloin, fried vegetable rice, and a raspberry chocolate cake.  I loved it all, except I was not too crazy about the hot and sour soup.  A bit too salty, and a bit too thick.  But as a whole, the meal was nice.  I tried one of their custom cocktails called "Beautiful," and am glad I made that choice.  It was a nice refreshing cocktail with fresh strawberries.  The restaurant's decor was very clean and minimalist, the focus is definitely on the food here.  I would consider dining here again on a future Las Vegas trip.	4	Pearl	3.5
I absolutely loved this buffet.  My friends and I chose the option that gave us unlimited mimosas in addition to the buffet, and we could not have been happier.  The food was incredibly fresh, and the presentation was beautiful.  Some of my favorites were the macaroni and cheese, truffles gratin, shrimp miso salad, lamb\/ricotta gnocchi, and the french toast.  All phenomenal.  In terms of dessert, it was lovely.  Almost too pretty to eat!  My favorite was the coconut panna cotta in an egg shell.  A wonderful way to end the meal.  I will definitely return here.  Plus, you get the opportunity to walk through the uber-chic Cosmopolitan hotel on your way up to the buffet!	5	Wicked Spoon	3.5
"Yes! Finally! A spot I came to in Vegas that I LOVED! Let's get the bad out the way. Service isn't quite hitting here. The hostess who sat us put us in the corner so we were out of sight, out of mind. It took us nearly 15 minutes before the waitress even came out to take our drink order. After that, everything we got just took longer and longer for her to return. I thought this was going to be another 2-3 star Vegas joint until the food came.

I got the BBQ pork nachos. They were OFF THE CHAIN. PLENTY of nachos! Great tasting BBQ sauce. Pork was perfectly tender and covering all of the nachos as they claim. The cheese hit it all off wonderfully. I got a pomegranate margarita; it tasted great and was very potent, loved it.

My wife and I split a fried ice cream dessert. It was certainly ON POINT. The ice cream was really good, accompanied by the perfect crunch of the ""fried"" shell and the nachos and the drizzled syrup makes it very tasty. Awesome place overall; wish there was one in Chicago! If they can improve their service, it would be a 5-star hit every time!"	4	Nacho Daddy	4
"Nice establishment here. My wife and I grabbed a Groupon to check out this place and came here last night for dinner since we both love Indian food. I got the Lamb Korma with 9\/10 spice level and my wife got the Chicken Vindaloo with 8\/10 spice level.

Both dishes tasted excellent perfect combination of Indian spices and flavors. They certainly lived up to the level 9 heat level as my nose was running halfway thru my meal. Only drawback is that they only gave us one small saucer of rice to split for both of our meals but the waitress was nice enough to give us a little more rice complementary upon request.

Service was good. Our waitress was friendly and the food came out in a reasonable time but it wasn't busy in there when we were in there so it's hard to tell how they perform when busy. Otherwise, nice place to visit if you want some Indian food."	4	Pure Indian Cuisine	4.5
"YES!! FINALLY! My first place in Vegas worthy of a FULL 5 stars! If I could give more, I would! This is how breakfast should be throughout the entire city! Came here off the reviews (thanks yelp!) and wasn't disappointed.

We walked in and were pleasantly greeted by the hostess. Our waitress was very friendly and helpful, gave me a sample of the gravy to try. So I got a mama's stack with eggs and sausage and my wife got eggs & turkey bacon with a single pancake.

First off, I must give this disclaimer, the pancakes are HUGE! Don't make the mistake I made and underrate them like I did. I could've easily filled up off a short stack. Not only are they big but they're fluffy as tasty. The eggs and sausage was great as well. Coffee tasted amazing! The waitress even gave us cups to go. This place has breakfast and Customer service to a T. Trust me, COME HERE for breakfast. You WON'T regret it."	5	Mr Mamas	4.5
"Meh. Let me start by saying I'm from Chicago. We may not have the most renown BBQ in the country but we have some pretty good BBQ spots. Therefore, I must admit that when it comes to recognizing a good BBQ joint, it's hard to pull a wool over my eyes.

So this place, great service. The guy who took our order was nice; our food didn't take ridiculously long to come out. My wife and I split a trio with chicken, hot links and spare ribs. For $17 & some change, I was disappointed with the portion sizes. 1 hot link (not sure why they said linkS), 2 medium size spare ribs, 1 chicken drumstick & 1 thigh. Sorry, I may be spoiled by Chicago's fine eating rep but $17 at a BBQ joint in Chi-town typically gets you A LOT MORE. I also decided to try a blackberry cobbler (the menu says blueberry but they have blackberry)

Food wise, it was ok. The rub on the ribs were ""OK"" (I've definitely had better). They weren't super tough but they weren't slide off the bone tender, they were somewhere in the middle. The hot link was actually good but it wasn't a smoked hot link that's standard for a BBQ joint but a pork hot link. The chicken was ok. My wife didn't like the seasoning on it so she peeled back the skin & put BBQ sauce on it. The blackberry cobbler was descent but considering the stark tartness of blackberry, it could've been sweeter to offset the tartness. Likely won't be back here next time in Vegas."	2	Rollin Smoke Barbeque	4.5
"Wow, that was a mildly disappointing breakfast I just had. Walked in here, got past the bizarre setup they had for getting seated. Wait wasn't long, got seated pretty quickly. Soon as we sat down, off jump we noticed that ALL of our utensils were dirty so I immediately told our waitress that we had ""anther guest"" coming so we can get an extra glass of water to rinse our utensils in. In fact, the entire restaurant seemed dirty; there was dirty in most of the corners.

The menu was ridiculously pricey. The most reasonably priced thing we saw were omelets so that's what we settled on. I got a apple smoked bacon, Jack cheese and avocado omelet with a banana muffin. I wasn't digging the omelet. They put the avocado on top; I thought it was going to be cooked in the omelet (could've at least gave me the option). The hash browns were ok, took a descent amount of salt, ketchup and Tabasco sauce to bring them to life.

The banana muffin was dry. It could've been a bit sweeter; tasted like it was diabetic-friendly. This was perhaps just about one of the worst breakfasts I've had in a while."	1	Du-Par's	4
Funny hours. First off, online they say they open at 8. That's a lie. On the door, it clearly says 9. Additionally, the sign doesn't say the cafe isn't open on Sundays but guess what, it isn't! I'm not sure what this place is like but judging by the shifty hours, I wouldn't even remotely try it!	1	Gamblers Cafe	4
Amazing restaurant, food and five star service! I came here for my wife's birthday and we were treated so well! They waitress gave my wife some chocolate truffles and a $25 gift card and a birthday card as a gift! The steaks and appetizers were delicious... And the dessert was spectacular! I reccomend this resturant to anyone especially at this location in town square. Thanks Stacey (our waitress) and flemings for a great evening!	5	Fleming's Prime Steakhouse	4
I don't how this places ratings are above a two... This place served us raw chicken wings and instant potatoes... This place seriously needs a new chef ! I told the waiter our chicken was raw and he sort of shrugged his shoulders as if this has been an on going issue...DO NOT eat here	1	Goldfinger's Bar & Grille	2.5
"Great homemade tuna salad. Nice folks. Great price. 

This is in a swanky convenience shop with deep beer selection including many craft brews. 

Also airline workers get a discount here."	5	Port of Subs	4
"Great homemade tuna salad. Nice folks. Great price. 

This is in a swanky convenience shop with deep beer selection including many craft brews. 

Also airline workers get a discount here."	5	Ellis Island Hotel, Casino & Brewery	4
"Place is super expensive. At $20 a plate they can at least bring some chips without charging extra. 

It's loud and big. If you can't get a patio seat consider just pushing on. 

However, the tortilla soup is amazing. The service was excellent. 

Fish tacos had great presentation and texture but low on flavor. Nachos were standard. 

I rated it 3 considering the price."	3	Cabo Wabo Cantina	3.5
Pretty good drunchies. Would recommend anyone that's drunk and loves pizza.open late night	5	Flamingo Pizza	2.5
Stopped in for happy hour on a Wednesday night, the place was mostly empty and the staff was friendly, initially. Got our drinks and the bartender recommended the goat cheese and watermelon salad off of the happy hour menu so that's what we ordered. Unfortunately, after nearly an hour it still hadn't arrived and we had to go.  We would have liked to remind him, or anyone, about our order but he managed to stay at the far end of the bar and ignore us completely and all other employees seemed to have disappeared.  We even had to wave him down just to pay our tab even though there was no one else at the bar.  Really terrible bar service.  And where was the management?  The music was great and the atmosphere was comfy. The menu items sounded appealing but after this type of non-service we probably won't be back to try any of it.	2	Poppy Den	3.5
Hella good food! We ate at the bar and the bartenders were awesome! We'll be back. And they are open 24 hours and serve brunch on the weekends.	4	Giuseppe's Bar & Grille	3.5
Service was good, however we made a reservation for 11 people at 5pm but were informed upon arrival that happy hour pricing is only available at the bar or outside (105 degrees) and although there was plenty of seating in the bar area our large group would not be able to actually sit together and enjoy each other's company from multiple tables. So we sat outside dripping in sweat until we couldn't take it anymore. Sorry Brio, your loss. Luckily Double Helix can accommodate our group and happy hour is until 7:30!	3	Brio Tuscan Grille	4
Awesome new restaurant! Yummy margaritas made by a very friendly Pablo and fresh, delicious, real Mexican food!  My new favorite place in town!	5	El Mescal Family Mexican Restaurant	4
Saw a few pictures and had to try it.  Went for a late weekend lunch. The restaurant definitely needs a little TLC, and it kinda smelled funny, but the waiter was friendly and the chips and salsa were yummy, but he seemed to forget about us after he dropped them off, as it took a while for him to return with our drinks. When we finally placed our order we'd been there for quite some time and there was only 2 other tables seated.  The tacos and pupusas were delicious but my burger looked nothing like the (numerous) pictures posted to yelp and instagram.  The meat was *much smaller than the bun and had virtually none of the sauce that was supposed to be on it, and despite the burger being flavorful and juicy, it still needed the condiment.  After he dropped off our food, our waiter never came back, and that's unfortunate because I couldn't order the milkshake I wanted or request more sauce, and he forgot to put in for the chili cheese fries we had ordered so we didn't get to try them.  Overall the food was great and the photos from other diners are intriguing, so we will be back. Hopefully that was just an off-day because I really like to see unique places like this grow and succeed, but good food isn't the only thing that brings people back... service is also very important.	3	La Parrilla The Lab	4
"While in Las Vegas for a Wisconsin Badger football game myself and Brianna L decided to walk the what seemed like 3000 miles from the Monte Carlo to the north end of the Strip to eat at Peppermill when our flight got in at 11pm.

The other reviews are correct when they describe the atmosphere.  Purple, red and pink neon lights the place dimly while pretty big cherry blossom trees stick out of the floor up to the ceilings.  The booths are pretty much all circular in shape and are soft and plush.

I ordered the Ranchero Omlette and wow was it big.  Brianna L ordered the cheese quesadillas and we could've easily split either of these dishes.  Both were excellent in presentation and taste.  I had a Tequila Sunset and Brianna had a big blue drink that was pretty tasty.

Cool place that isnt new Vegas-y at all.  Friendly young women waitresses was the cherry on top for this great place to eat."	4	The Peppermill Restaurant & Fireside Lounge	4
"Top of the line steak house.  I've been to many steak houses in Chicago that I've heard are considered to be best in class.  This place has officially topped the 5-8 nice steak houses I've been too.

Brianna L and I both ordered the Fillet and shrimp special of the day that had a southwestern sauce drizzled over it.  Cooked to perfection (yes they asked us to slice into it to get our approval of the cooking) we ate every single bite (they cut the fillet fresh so you can get any size you want, I think it was $2 per ounce over the base cost of an $38-8 ouncer).  We also ordered the potato's Au gratin to split and we didn't have room for desert sadly.

The sommelier as mentioned previously didn't look older than 25 but was very courteous, friendly (we are a younger couple so he wasn't to stuffy to us about the wine), and knowledgeable.  I am not too into wine (the wine book was in a ~3"" binder, quite exstensive) so he brought me the scotch\/bourbon menu to where I had a nice pour of Blantons with our Calamari.

Service was top notch:  food brought out at appropriate times, great recommendations, prompt arrival with check, etc.  They also send you a post card thanking you for your visit if you give them your address.

I would highly recommend this fine establishment.  I plan on visiting their other locations if I am ever in TX, CO, NY, FL, or NC.

Yes they did have crumb scrapers, score!!!"	5	Del Frisco's Double Eagle Steak House	4.5
Heard some pretty awful stuff about this hotel before booking, but I can't say enough about how awesome it actually was!  We received a King room on the 12th floor of the West Wing, which is the newer side of the hotel.  We had an updated bathroom, flat screen television and a great view of the strip.  The hotel is perfectly located so you can visit the south and north end of the strip pretty quickly.  There's a monorail stop located in the hotel so you can get around if you're dressed up and don't want to walk in heels \/ drive.  :)  Aside from the typical slots, there are great food and entertainment options including one Cirque Du Soleil show, Ka, located in the building, so you don't have to travel far to have a great time.  Finally, the service we received was excellent, the staff always friendly and there was complimentary extended check-out, free boarding pass print out kiosks and baggage holding if you have a later flight and want to explore the city more before you leave.  All in all, a great experience for the price and the location.  Definitely will consider staying here again for future visits.	4	MGM Grand Hotel	3
Great price on PBR $5.50 for 24oz cans.  Awesome service and always great atmosphere..	4	Dick's Last Resort	3
Greatest place to go after a work out, before a work out, on date night; anytime! The quality of the food is out done only by one thing. The quality of service, specifically Dante and Xavier they made us feel like we've been here a million times even though it was our first time. Excellent service in all aspects; these two guys deserve to be rewarded for their outright superiority in the areas of customer service and friendliness, I suggest you come in and prove me right! Trust me you thank me for it!!	5	The Protein Source	4
Ordered the prime rib special. Was not impressed but service was great. I will try again	3	Ron's Steakhouse	4
Went to this restaurant for my grandson's 9th birthday party. when we arrived, we ordered drinks. I ordered a Corona light and it smelled  like a skunk. I had the waiter smell the beer and he agreed and brought a new one. Every one ordered their food. I ordered the double lobster dinner with clams and other items. The lobster was totally overcooked, the clams were like little hockey pucks. My wife ordered the jumbo stuffed shrimp and was surprised to see the size. We have had larger shrimp in shrimp salad. It was a joke. We had 10 people, and not one person enjoyed their meal. We will not be going back.	1	Joe's Crab Shack	3.5
We went here for dinner on Jan 31. I cannot have gluten or dairy. After asking the waiter what he would recommend, he had Chef Eric come to our table to talk about what dishes would best fit my dietary recommendations. He took my order on a bright yellow order pad and said it would be prepared separately. They have gluten free pasta and the meat sauce is dairy free. Everyone was so helpful and my meal was fabulous. Hubs got the regular spaghetti & meatballs and said was delish. Both meals came out at the same time and we enjoyed our dinner very much. Price very reasonable compared to the pricey resorts. Highly recommend!	5	Maggiano's Little Italy	4
Solid breakfast food, big portions - 4 egg omelets! Amazing prompt & friendly service.  I don't get the reviews that call it a dive (even if they don't mean it as an insult). Way too squeaky clean and bright to be called a dive! Even the condiment bottles looked like they get carefully wiped off, including the threads under the cap.	5	Mr. Mamas	4.5
"Again this place for breakfast is the best breakfast place in Vegas. I have ate at 4 different locations and every location is great. I have ate at the centennial location, south side on blue diamond, the location on Flamingo and the one on buffalo. Today I went with a party of 4 at the buffalo location and got seated right away. The server Jacob was professional and efficient. Here are some of the items we ordered. 

Portuguese sausage, scrabble eggs, garlic rice and a side of chocolate chip shirt stack pancakes. Kalua pig Benedict with hash browns and The French toast combo. 

A little trick with the French toast you should try. Ask for the French toast plan and ask for a side of peanut butter. Spread the peanut butter on one side of the French toast and put the other half of the French toast on top then Pour the syrup all over it. Heaven!!!!!! You can thank me later."	5	BabyStacks Cafe	4
This place is amazing. My wife and I have been looking for a sushi spot close to the house and boom! This place is bomb! Fish was fresh and rice to fish ratio was great. They even gave my kids there own colorful bowl to eat out of. The salmon belly was one of the best I ever had. Salmon skin roll was bomb and a must try. Kid friendly and just a great place to have dinner. I would definitely come back over and over again. Staff was professional and courteous. They even had a cool outside area to wait, plenty of space for your kids to run around without any worry of cars hitting them.	5	Sasa Sushi	4
This place was amazing. I ordered the Alfredo pasta shrimp. The shrimp was huge!!! Pasta was so good. And the garlic bread was amazing!! Service was amazing. I didn't even have to ask for a refill. I would comeback.	4	The Bootlegger Italian Bistro	4
It's McDonald's and we are always gonna go here because it's one block away from the house and the kids love there food. What sucks about this situation is you always have to fight for your food. They forget stuff all the time. You have to literally triple check your bag before leaving.	2	McDonald's	3
This place was amazing!!! The house beef was amazing!! A must. Also the house fried rice is the bomb!!! Service was great I didn't even have to ask for my water to be refilled. Ramen was good but the next time I go here I will order the house beef and house fried rice again!!!	5	Ohjah Noodle House	4.5
This place is bomb!!! I ordered lemon pepper dry rub and mango habanero sauce on the side and OMG!!! Life changing!!!	4	Buffalo Wild Wings	3.5
I usually dont go here but this is the closest dim sum place. The price is good and I love dim sum. Today we got the normal stuff. Pork shomia, prok spareribs, steamed shrimp, noddles, rice, fried wontons, sugar cane fried shrimp ball, and calamari. The steam dim sum was great and hot. The fried foods was cold but if you ask the waiters to re heat they will. I would have gave 4 stars but the fried cold food killed it for me. Service is great. The waitresses are Nice and accommodate your needs. Overall I would come back and would recommend to others.	3	Hong Kong Garden Seafood & Dim Sum Cafe	3.5
